,C1,C2,C3,GFP1,GFP2,GFP3,YAF1,YAF2,YAF3
ENSG00000272975.1,0,0,2,0,0,0,0,0,0
ENSG00000133020.4,0,0,0,0,1,0,0,0,7
ENSG00000264424.1,4,0,0,0,0,5,1,1,1
ENSG00000109061.10,0,0,2,2,0,0,3,0,2
ENSG00000125414.19,0,0,0,0,0,0,0,0,0
ENSG00000214970.8,0,0,0,0,0,0,0,0,0
ENSG00000109063.15,96,79,36,41,46,52,73,122,56
ENSG00000261433.1,8,10,4,15,5,10,18,26,11
ENSG00000133028.12,3095,2554,1625,1902,2071,1516,2845,2859,1608
ENSG00000263388.1,17,10,8,6,12,9,17,17,11
ENSG00000170222.12,439,254,192,316,414,286,324,282,110
ENSG00000187824.9,292,147,177,174,129,98,231,214,110
ENSG00000264176.1,38,15,8,18,17,16,24,17,3
ENSG00000263400.8,6,3,1,11,4,2,6,12,5
ENSG00000285220.1,0,0,0,0,0,0,0,0,0
ENSG00000264016.3,5,0,4,4,0,0,6,3,0
ENSG00000240813.2,2,0,4,0,0,2,0,0,0
ENSG00000266114.1,0,0,0,0,0,0,0,0,0
ENSG00000284876.1,0,0,0,0,0,0,0,0,0
ENSG00000263429.4,0,0,0,0,0,1,0,1,0
ENSG00000279542.1,0,0,0,0,0,0,0,0,0
ENSG00000233670.7,16,8,4,4,2,3,2,2,0
ENSG00000289964.1,6,0,0,0,0,0,1,0,0
ENSG00000263508.6,0,0,0,0,0,0,0,0,0
ENSG00000207242.1,0,0,0,0,0,0,0,0,0
ENSG00000244753.2,0,0,0,0,0,0,0,0,0
ENSG00000243346.3,0,0,0,0,0,0,0,0,0
ENSG00000285541.1,0,0,0,0,0,0,0,0,0
ENSG00000188803.15,2,4,2,0,2,0,4,4,0
ENSG00000264727.1,0,0,0,0,0,0,0,0,0
ENSG00000007174.18,560,477,376,317,312,240,141,152,36
ENSG00000263684.2,24,19,8,5,14,4,2,4,4
ENSG00000266368.1,16,14,9,8,7,1,17,9,2
ENSG00000154957.14,699,612,447,589,566,481,581,631,274
ENSG00000289910.1,2,6,1,2,4,0,7,8,2
ENSG00000241185.2,31,33,19,21,24,16,26,29,17
ENSG00000065559.15,4100,3084,2172,2685,3001,2178,2675,2313,936
ENSG00000252707.1,42,35,31,20,39,24,37,39,8
ENSG00000266297.1,30,18,22,18,22,15,15,17,10
ENSG00000263648.1,42,30,43,28,28,42,28,57,45
ENSG00000265400.1,0,0,1,1,0,0,0,1,0
ENSG00000286617.1,0,0,0,0,0,0,0,0,0
ENSG00000179136.8,0,0,0,0,0,0,0,0,0
ENSG00000287462.1,0,0,0,0,0,0,0,0,0
ENSG00000141052.18,0,0,0,0,0,0,0,0,0
ENSG00000227274.1,0,0,0,0,0,0,0,0,0
ENSG00000265489.1,0,0,0,0,0,0,0,1,0
ENSG00000006740.18,48,31,25,25,48,17,91,72,31
ENSG00000265503.1,0,0,0,0,0,0,0,0,0
ENSG00000280168.1,0,2,0,0,0,0,0,2,0
ENSG00000277621.1,0,0,0,0,0,0,1,0,0
ENSG00000263707.1,0,0,0,0,0,0,0,0,0
ENSG00000006744.19,7644,6152,4189,4927,6110,3547,7989,7817,3765
ENSG00000273098.3,0,0,0,0,0,0,0,1,0
ENSG00000234634.2,3,1,1,2,4,3,3,0,3
ENSG00000153976.3,6640,5721,4227,4416,6404,3703,3276,3474,2675
ENSG00000221698.1,52,26,33,29,45,22,21,37,6
ENSG00000236088.12,1373,955,678,780,769,688,1054,1016,293
ENSG00000265494.1,13,4,8,13,5,17,9,11,4
ENSG00000233852.1,12,5,12,4,4,6,9,4,4
ENSG00000266744.1,19,18,21,20,20,8,9,11,5
ENSG00000141028.6,18,15,16,9,4,11,10,16,6
ENSG00000006695.12,1343,1075,781,1008,1160,692,1541,1561,562
ENSG00000252305.1,14,5,2,7,5,12,16,14,6
ENSG00000223510.7,60,56,31,34,37,34,55,57,41
ENSG00000262786.1,2,0,0,4,0,0,0,0,0
ENSG00000125430.9,2689,2134,1603,1557,1404,1267,2385,2209,1064
ENSG00000266709.1,280,225,174,179,171,126,259,349,162
ENSG00000266378.1,186,131,98,106,70,73,153,194,83
ENSG00000230647.3,13,8,5,7,6,3,10,7,4
ENSG00000230897.1,18,34,12,4,6,12,38,37,12
ENSG00000226130.1,0,0,0,1,0,0,0,0,0
ENSG00000205325.4,0,0,0,0,2,0,0,0,0
ENSG00000238212.3,0,0,0,0,0,0,0,0,0
ENSG00000226156.1,0,0,0,0,0,0,0,0,0
ENSG00000232058.1,0,0,0,0,3,0,0,2,2
ENSG00000259944.1,0,0,0,0,0,0,0,0,0
ENSG00000287307.1,9,8,4,6,9,6,5,0,0
ENSG00000265163.1,0,0,0,0,8,3,1,0,0
ENSG00000109099.16,19060,14723,9421,9940,8763,7408,15627,15850,5656
ENSG00000265110.1,43,30,37,37,23,20,54,50,40
ENSG00000279660.1,221,219,129,98,100,75,307,323,195
ENSG00000265445.1,3,3,2,1,2,0,3,5,0
ENSG00000286792.1,2,8,2,4,2,0,0,1,6
ENSG00000237377.2,0,0,0,0,1,0,0,1,0
ENSG00000125409.13,22,23,29,31,36,19,57,38,16
ENSG00000200437.1,0,0,0,0,0,0,0,0,0
ENSG00000279567.1,0,0,0,0,2,0,0,0,2
ENSG00000266667.1,8,8,14,6,6,9,11,5,3
ENSG00000239888.3,1,2,2,0,0,1,2,6,2
ENSG00000239704.12,53,45,33,47,35,32,45,44,23
ENSG00000259024.7,0,0,0,0,0,0,0,0,0
ENSG00000234324.1,47,30,32,22,9,18,22,27,5
ENSG00000175106.17,1515,1054,893,776,660,651,947,1079,564
ENSG00000223878.1,255,160,161,121,107,99,138,152,64
ENSG00000266538.1,250,192,139,111,137,105,173,164,113
ENSG00000241322.11,116,91,60,125,88,83,151,121,68
ENSG00000251537.4,46,29,29,17,21,20,48,47,20
ENSG00000252129.1,0,0,0,0,0,0,0,0,0
ENSG00000223544.1,0,0,0,0,0,0,0,0,0
ENSG00000221926.13,1813,1380,989,1370,1440,1000,1977,1954,836
ENSG00000266261.1,38,13,18,21,12,13,51,50,35
ENSG00000108452.1,26,22,18,14,16,20,32,43,49
ENSG00000255104.9,0,0,0,1,0,0,0,1,5
ENSG00000187607.16,1619,1079,764,837,983,699,1041,985,291
ENSG00000233966.1,190,242,117,157,279,117,320,220,185
ENSG00000214946.15,0,0,0,0,0,0,0,1,0
ENSG00000233002.2,0,0,0,0,0,0,0,0,0
ENSG00000267227.1,0,0,0,0,0,0,0,0,0
ENSG00000233193.1,0,0,0,0,0,0,0,0,0
ENSG00000227255.1,0,0,0,0,0,0,0,0,0
ENSG00000235430.1,0,0,0,0,0,0,0,0,0
ENSG00000251829.1,0,0,0,0,0,0,0,0,0
ENSG00000227018.1,4,10,12,10,22,16,41,23,12
ENSG00000179277.9,218,198,111,160,224,99,136,125,73
ENSG00000265519.1,131,116,80,98,152,60,75,58,25
ENSG00000276855.1,101,94,69,78,101,35,70,27,14
ENSG00000233090.1,0,0,2,0,0,0,0,1,2
ENSG00000237057.3,2,0,1,4,0,0,8,0,5
ENSG00000227790.8,3,0,0,6,0,0,0,1,2
ENSG00000290377.1,0,0,0,0,0,1,0,1,0
ENSG00000170425.4,3352,2767,2024,1842,2632,1457,3128,2968,1482
ENSG00000214941.8,1927,1430,1037,1170,1141,808,1524,1616,628
ENSG00000011295.16,10248,7285,5719,5975,5398,4552,6078,6115,3279
ENSG00000275413.1,358,234,171,139,172,176,233,222,108
ENSG00000141027.23,26566,18442,13755,16422,16101,12917,18407,18612,5715
ENSG00000227782.2,314,208,162,216,174,173,226,266,125
ENSG00000243686.2,205,141,113,134,126,94,161,217,101
ENSG00000233979.1,48,30,10,28,16,10,27,28,4
ENSG00000252383.1,38,8,24,15,21,28,31,38,5
ENSG00000199674.1,26,24,8,9,11,19,15,19,14
ENSG00000239221.3,36,17,32,41,22,30,38,34,16
ENSG00000108474.17,645,580,374,462,457,361,576,669,287
ENSG00000221355.1,10,11,2,2,5,6,14,11,13
ENSG00000166582.11,92,85,72,90,64,65,99,115,34
ENSG00000170315.14,15861,14793,10273,11247,12666,8564,17481,18981,16842
ENSG00000265401.1,0,0,0,0,0,0,0,0,0
ENSG00000265095.1,0,0,0,0,0,0,1,2,2
ENSG00000264739.1,0,0,0,3,0,0,27,26,6
ENSG00000187688.15,71,77,36,79,54,37,303,297,124
ENSG00000239203.1,0,0,0,2,0,0,6,13,2
ENSG00000175061.20,9408,7739,5229,7140,8497,5479,9786,8812,4631
ENSG00000277108.1,1,2,0,1,2,1,0,0,0
ENSG00000277370.1,52,52,29,45,41,21,54,58,63
ENSG00000266651.1,304,312,179,233,319,134,411,316,341
ENSG00000277512.1,45,39,27,28,26,22,62,49,71
ENSG00000181350.12,1708,1351,939,1113,1342,898,2153,2113,990
ENSG00000286743.1,8,5,0,2,4,6,4,5,1
ENSG00000141040.15,1258,912,746,823,697,569,871,765,461
ENSG00000266803.1,67,48,23,40,35,12,31,40,21
ENSG00000235554.1,104,116,65,80,48,42,118,91,56
ENSG00000197566.10,614,439,365,337,329,286,491,417,222
ENSG00000264765.1,0,0,0,0,0,0,4,0,0
ENSG00000264359.1,5,4,3,9,8,16,6,6,2
ENSG00000231458.2,6,4,5,4,4,5,13,7,6
ENSG00000170160.19,547,437,313,319,318,320,199,241,161
ENSG00000266302.6,32,39,30,51,28,23,12,15,3
ENSG00000252446.1,2,0,0,0,0,1,0,0,0
ENSG00000276088.1,0,2,2,2,1,0,0,3,0
ENSG00000226478.3,32,28,10,18,14,2,40,14,32
ENSG00000290976.1,50,36,24,48,62,31,18,19,8
ENSG00000266129.1,0,0,1,2,0,2,0,0,0
ENSG00000272815.1,6,2,0,0,0,0,4,4,0
ENSG00000264673.1,7,14,2,4,10,8,0,0,4
ENSG00000288235.1,26,28,7,11,39,24,6,8,2
ENSG00000188933.17,0,0,0,0,0,0,0,0,0
ENSG00000264729.1,2,2,0,1,2,0,0,1,0
ENSG00000264892.1,0,0,0,0,0,0,0,0,0
ENSG00000290977.1,0,0,0,0,0,0,10,17,4
ENSG00000226145.8,0,0,0,0,0,0,0,0,0
ENSG00000227300.13,0,0,0,0,4,0,2007,2149,709
ENSG00000290978.1,0,0,0,0,0,0,1,9,0
ENSG00000131885.18,2,0,0,0,1,0,43,42,13
ENSG00000290979.1,0,0,0,0,2,0,28,35,17
ENSG00000291277.1,0,0,0,0,0,0,2,0,1
ENSG00000290980.1,0,0,0,0,2,0,1,1,0
ENSG00000205312.9,0,0,0,1,3,2,11,11,9
ENSG00000229749.1,2,0,0,2,0,0,0,2,0
ENSG00000283033.1,7,11,0,2,17,2,41,31,26
ENSG00000265853.1,0,0,0,0,0,0,0,0,0
ENSG00000290698.1,0,0,0,0,0,0,28,35,1
ENSG00000128438.11,0,0,0,0,0,0,3,0,0
ENSG00000240505.9,0,0,2,0,0,0,13,7,0
ENSG00000230709.1,0,0,0,0,0,0,4,0,0
ENSG00000230969.2,0,0,0,0,2,0,0,2,0
ENSG00000260328.1,2,16,2,14,4,8,129,104,44
ENSG00000287114.1,2,6,2,4,2,7,19,26,3
ENSG00000287910.1,11,14,13,10,6,5,57,46,26
ENSG00000133030.22,27215,21871,15692,15954,16454,11987,40014,40558,19788
ENSG00000225442.2,201,173,104,135,151,104,352,328,89
ENSG00000263624.1,287,203,141,205,218,175,541,564,136
ENSG00000206859.1,52,37,32,47,21,45,82,79,35
ENSG00000243370.3,50,34,35,29,27,15,54,76,52
ENSG00000278864.1,1120,863,698,602,522,494,1449,1811,803
ENSG00000179598.6,598,478,390,877,1047,745,795,702,377
ENSG00000264187.1,9,12,4,3,8,8,21,33,18
ENSG00000154803.13,2062,1847,1288,1911,2099,1456,2328,2432,1389
ENSG00000266498.1,133,107,93,82,77,45,98,125,70
ENSG00000226359.1,19,16,3,8,9,8,21,20,10
ENSG00000141030.13,6005,4412,3191,4414,5432,3350,5994,4957,2356
ENSG00000205309.14,161,155,121,113,95,76,252,184,165
ENSG00000215030.5,213,229,138,180,151,73,268,262,308
ENSG00000290056.1,4,0,0,0,2,0,0,0,0
ENSG00000227158.1,2,0,0,0,0,0,8,3,4
ENSG00000230865.1,0,0,2,0,0,0,0,0,2
ENSG00000201741.1,0,0,0,0,0,0,0,0,0
ENSG00000141026.6,1332,881,698,718,799,606,1196,1208,401
ENSG00000108551.5,329,281,202,216,169,152,351,402,160
ENSG00000286430.1,18,18,12,14,24,10,13,25,10
ENSG00000133027.18,465,349,241,256,333,226,477,435,259
ENSG00000265511.1,52,28,42,16,45,26,33,70,28
ENSG00000206730.1,2,0,0,0,0,1,2,5,0
ENSG00000264666.3,45,50,46,32,41,32,53,64,43
ENSG00000279200.1,4,8,4,4,0,6,18,18,15
ENSG00000223979.2,1,1,0,2,1,0,7,5,3
ENSG00000273948.1,0,0,0,0,0,0,0,0,0
ENSG00000274836.1,0,0,0,0,0,0,0,0,0
ENSG00000108557.20,8171,6910,4950,5471,6433,4274,7960,8905,3549
ENSG00000237328.1,252,173,173,159,169,157,283,346,136
ENSG00000226746.2,342,258,183,204,235,163,373,430,162
ENSG00000264167.1,0,0,0,0,0,0,0,0,0
ENSG00000072310.18,9064,7397,5410,4628,4426,3517,13339,14294,7992
ENSG00000274111.1,0,0,0,0,0,0,0,0,0
ENSG00000207839.1,10,8,7,7,1,3,11,31,7
ENSG00000175662.18,15386,12984,9091,9943,8666,7825,12441,13932,6357
ENSG00000197815.4,1636,1310,940,1118,726,911,1338,1446,1410
ENSG00000171962.18,320,268,177,229,239,203,437,424,148
ENSG00000171953.16,1199,855,680,786,895,687,1300,1243,730
ENSG00000230273.1,0,5,2,5,8,1,10,13,4
ENSG00000232344.2,130,76,53,54,55,58,130,121,53
ENSG00000280198.1,88,50,51,41,59,38,97,78,35
ENSG00000141034.10,1499,1026,853,882,918,649,1438,1418,657
ENSG00000108591.10,2257,1968,1243,1552,1898,1197,2186,2346,1177
ENSG00000279428.1,58,42,42,51,35,29,55,105,40
ENSG00000091536.20,35,38,26,36,17,20,159,178,57
ENSG00000266677.1,17,15,16,5,2,4,10,20,14
ENSG00000091542.9,16009,12298,8303,9099,10890,6636,16231,14843,6588
ENSG00000131899.12,7856,7066,4910,4989,5125,3737,9766,9925,6026
ENSG00000177731.16,19772,16733,11188,12891,13046,10015,17742,18152,8011
ENSG00000177427.13,953,918,655,771,604,562,1040,1080,774
ENSG00000260647.1,59,32,25,32,13,21,51,70,26
ENSG00000177302.15,5731,4951,3140,4000,5464,3184,5828,6374,3612
ENSG00000228000.1,132,102,73,92,98,55,107,129,65
ENSG00000237382.2,131,91,70,69,104,35,86,105,44
ENSG00000176994.11,6068,4297,3083,4420,5489,3179,7055,6992,2431
ENSG00000176974.21,4678,3801,2573,3035,3479,2379,5543,5731,2599
ENSG00000283772.1,5,5,3,2,1,7,5,16,0
ENSG00000214860.5,0,0,0,0,0,0,0,1,0
ENSG00000264177.1,4,0,0,0,0,0,0,2,0
ENSG00000267441.1,0,0,0,0,0,0,0,0,0
ENSG00000275206.1,0,0,0,0,0,0,0,0,0
ENSG00000204471.3,0,0,0,0,0,0,0,0,0
ENSG00000220161.4,36,40,14,10,15,7,35,47,8
ENSG00000290655.1,1,0,0,0,1,0,5,0,1
ENSG00000266162.1,0,0,0,0,0,0,0,0,0
ENSG00000205266.11,0,0,0,0,0,0,0,0,0
ENSG00000290656.1,1,0,0,0,0,0,2,0,0
ENSG00000186831.12,0,0,0,0,0,0,4,0,0
ENSG00000290657.1,0,0,0,0,0,0,3,1,0
ENSG00000214856.12,0,0,0,0,0,0,24,26,2
ENSG00000229526.2,0,0,0,0,0,0,8,3,0
ENSG00000227919.1,0,0,0,0,0,0,0,0,0
ENSG00000267492.1,0,0,0,0,0,0,0,0,0
ENSG00000230662.1,12,18,8,14,6,2,26,10,8
ENSG00000171916.17,16,15,10,7,15,2,18,23,12
ENSG00000290658.1,2,2,0,0,0,2,4,0,2
ENSG00000167494.10,10,8,8,2,2,0,5,1,3
ENSG00000273018.7,63,35,51,53,54,32,36,31,57
ENSG00000290659.1,10,5,3,4,12,6,3,6,2
ENSG00000233327.12,0,0,0,0,0,0,0,0,0
ENSG00000227689.1,0,0,0,2,0,2,0,0,2
ENSG00000291090.1,111,64,22,49,26,27,34,26,36
ENSG00000154874.18,2,0,0,2,0,0,2,1,0
ENSG00000227077.3,42,25,14,18,18,14,50,40,46
ENSG00000276532.1,0,2,0,1,0,0,2,0,1
ENSG00000189375.12,0,0,0,0,0,0,6,3,0
ENSG00000262262.1,0,0,0,0,0,0,0,0,0
ENSG00000287058.1,0,0,0,0,0,0,0,0,2
ENSG00000174977.8,169,152,81,121,119,69,101,133,69
ENSG00000290687.1,394,285,181,261,231,159,281,245,90
ENSG00000249459.12,0,0,0,0,0,0,0,0,0
ENSG00000240445.6,1444,1279,963,1079,1357,873,1032,1152,452
ENSG00000224126.2,114,160,56,106,135,52,170,150,118
ENSG00000291110.1,656,523,330,504,633,354,827,712,300
ENSG00000265693.1,0,0,0,0,0,0,0,2,0
ENSG00000108448.24,0,0,0,0,0,0,0,0,0
ENSG00000171931.13,23,16,12,24,29,31,57,41,23
ENSG00000171928.14,3382,2464,1980,1987,1777,1711,2676,2382,1964
ENSG00000265478.2,81,66,50,54,44,38,60,69,20
ENSG00000250111.3,4,6,2,0,1,0,2,0,0
ENSG00000141127.15,1877,1250,1022,1371,1489,1113,1566,1452,901
ENSG00000274747.1,0,0,0,0,0,0,0,0,0
ENSG00000289213.2,15,9,9,7,10,6,24,24,16
ENSG00000264273.1,90,76,52,60,38,44,65,87,26
ENSG00000235672.1,62,32,45,42,63,49,62,77,49
ENSG00000212618.1,0,0,0,0,0,0,2,0,0
ENSG00000154025.16,23,16,16,29,26,7,56,49,20
ENSG00000196893.3,2,0,0,0,1,0,7,4,0
ENSG00000188522.15,2169,2030,1253,2254,3965,1713,3653,3825,1751
ENSG00000263045.1,24,21,4,12,9,25,29,34,3
ENSG00000154016.14,0,0,0,2,2,2,15,3,3
ENSG00000279825.1,0,4,0,0,0,0,4,18,4
ENSG00000265185.6,944,847,460,522,797,413,1195,1247,803
ENSG00000262074.7,1918,1989,915,1043,1524,799,2235,1983,1671
ENSG00000230197.6,0,0,0,1,0,1,0,1,1
ENSG00000265746.1,0,0,1,0,0,0,0,0,0
ENSG00000263394.1,0,0,0,0,0,0,1,1,0
ENSG00000228157.4,4,2,0,1,2,0,3,4,1
ENSG00000262202.4,303,287,174,153,228,126,311,261,271
ENSG00000277947.1,0,0,0,0,0,0,0,0,0
ENSG00000281000.1,0,0,0,0,0,0,0,0,0
ENSG00000189152.11,0,0,0,0,0,0,1,0,0
ENSG00000262319.1,8,6,4,2,6,10,32,18,14
ENSG00000266664.1,0,0,0,0,0,0,0,0,0
ENSG00000197665.7,0,0,0,0,0,0,0,0,0
ENSG00000262292.2,0,0,0,0,0,0,0,0,0
ENSG00000266311.6,0,0,0,0,0,0,0,0,0
ENSG00000261987.2,0,0,0,0,0,0,0,0,0
ENSG00000263934.5,1638,1435,937,920,1325,520,2099,1317,2637
ENSG00000264940.5,6,20,7,3,11,2,15,11,15
ENSG00000236022.6,0,0,0,1,0,1,0,1,1
ENSG00000263206.1,0,0,0,0,0,0,0,0,0
ENSG00000072134.16,2696,2178,1585,1950,1732,1447,2150,2277,888
ENSG00000281856.1,0,0,0,1,2,0,1,2,1
ENSG00000235397.1,258,176,162,181,153,149,284,270,114
ENSG00000108641.20,1615,1202,778,957,623,684,1862,1939,784
ENSG00000221540.1,15,15,7,11,2,7,13,44,5
ENSG00000286799.1,39,41,16,25,10,13,48,48,24
ENSG00000166484.20,2093,1772,1222,1341,1468,943,1776,1708,880
ENSG00000166482.12,105,66,72,59,60,43,123,161,54
ENSG00000287196.1,2,0,0,0,0,1,0,0,0
ENSG00000128482.16,65,71,32,34,22,30,671,617,382
ENSG00000265126.1,0,0,0,0,0,0,1,1,0
ENSG00000235979.9,2,2,2,1,2,0,27,21,9
ENSG00000227078.1,0,0,0,2,0,2,12,3,1
ENSG00000283675.1,0,0,0,0,0,1,0,4,0
ENSG00000189343.7,558,593,396,357,484,254,626,551,748
ENSG00000231477.2,2,1,0,0,1,0,2,0,0
ENSG00000142494.13,8,1,10,9,2,11,60,61,30
ENSG00000228331.2,2,0,0,0,2,0,3,4,0
ENSG00000266079.5,0,0,4,0,1,0,1,0,0
ENSG00000262769.1,0,0,2,0,0,0,0,2,1
ENSG00000290454.1,2,1,2,0,0,0,2,4,2
ENSG00000228983.10,0,2,0,0,0,0,1,3,0
ENSG00000263107.1,0,0,0,0,0,0,0,0,0
ENSG00000266179.2,0,0,0,0,0,0,0,2,0
ENSG00000271900.1,0,0,0,0,0,0,0,4,1
ENSG00000227225.1,0,0,2,0,0,0,2,2,0
ENSG00000242752.3,0,0,0,0,0,0,0,0,0
ENSG00000228725.3,2,2,2,0,4,5,7,6,2
ENSG00000224254.2,2,0,0,2,0,0,2,2,4
ENSG00000231625.5,3,0,0,2,0,0,7,1,0
ENSG00000290544.1,12,9,4,3,9,5,15,34,14
ENSG00000072210.19,7061,5047,3762,3610,2153,2893,5935,5943,3446
ENSG00000264932.3,83,56,36,46,20,40,57,68,33
ENSG00000275982.1,0,0,0,0,0,0,0,0,0
ENSG00000252349.1,20,10,4,4,7,6,15,16,3
ENSG00000180638.19,200,113,86,42,58,51,343,386,186
ENSG00000262681.2,2,5,0,8,4,0,36,47,8
ENSG00000264785.1,0,0,0,0,0,0,0,0,0
ENSG00000108602.18,8,17,4,12,2,2,79,89,57
ENSG00000230607.3,0,0,2,0,0,0,0,0,0
ENSG00000083290.20,3709,2553,2010,2185,1932,1681,1445,1279,583
ENSG00000231096.1,33,13,10,14,5,12,4,14,1
ENSG00000279251.1,53,36,52,39,21,34,22,29,8
ENSG00000276406.1,3,0,0,0,2,0,3,0,2
ENSG00000270091.1,53,44,38,41,25,36,72,74,18
ENSG00000108599.15,4390,3044,2433,3246,3446,2459,3840,3402,1789
ENSG00000266126.1,73,45,59,35,52,51,85,109,14
ENSG00000261033.1,68,64,25,47,51,34,52,27,6
ENSG00000128487.19,38909,28730,21104,21367,19459,16395,18970,20165,8383
ENSG00000225681.2,110,108,65,43,35,58,21,24,22
ENSG00000225014.1,861,617,546,382,314,314,419,465,215
ENSG00000212186.1,170,128,104,114,76,75,91,86,34
ENSG00000263494.1,121,81,83,69,83,49,54,82,37
ENSG00000252971.1,90,63,50,61,37,34,59,57,12
ENSG00000154898.16,4434,2775,2532,2232,1485,1768,2120,2065,821
ENSG00000276577.1,0,0,0,0,0,0,0,0,0
ENSG00000266839.3,11,7,5,3,0,2,3,9,1
ENSG00000278701.1,57,45,46,21,37,20,31,35,16
ENSG00000214832.5,181,147,110,115,80,98,151,133,36
ENSG00000291194.1,5713,3680,3149,2775,1568,2386,2564,2435,1688
ENSG00000237911.2,100,49,54,32,25,49,34,48,22
ENSG00000287490.1,131,95,73,47,47,37,60,61,70
ENSG00000287751.1,97,87,69,54,59,45,76,94,17
ENSG00000189423.14,0,0,0,0,1,0,0,1,0
ENSG00000291195.1,170,114,69,74,74,73,76,78,36
ENSG00000230528.8,2,9,5,4,6,0,4,1,2
ENSG00000170298.16,24,9,8,12,21,17,27,28,13
ENSG00000229586.2,30,20,17,30,14,11,14,10,26
ENSG00000263976.1,0,0,0,0,0,0,0,0,1
ENSG00000230088.1,0,0,0,0,0,1,6,0,1
ENSG00000291196.1,0,0,0,0,0,0,1,1,1
ENSG00000214822.9,0,0,0,1,0,1,36,36,18
ENSG00000266925.1,0,0,0,0,0,0,0,0,0
ENSG00000231645.4,0,0,0,1,0,0,6,15,4
ENSG00000291197.1,0,0,0,0,0,0,0,0,0
ENSG00000291198.1,0,0,1,1,0,0,2,0,0
ENSG00000205215.9,0,0,0,0,0,0,0,0,0
ENSG00000266042.1,0,0,0,0,0,0,0,0,0
ENSG00000260907.1,3,4,3,2,4,4,9,12,4
ENSG00000265916.1,5,4,0,1,6,2,4,2,0
ENSG00000235203.2,0,0,0,0,0,0,0,0,0
ENSG00000267075.1,0,0,0,0,0,0,2,0,0
ENSG00000230339.2,0,0,0,0,0,0,0,0,0
ENSG00000263946.1,0,0,0,0,0,0,0,0,0
ENSG00000235323.2,0,0,0,0,0,0,0,0,0
ENSG00000264422.1,0,0,0,0,0,0,0,0,0
ENSG00000214819.2,0,0,0,0,0,0,0,0,0
ENSG00000231258.2,1,0,0,5,0,0,2,0,0
ENSG00000188013.6,25,15,12,20,30,21,20,36,18
ENSG00000232889.2,0,0,0,0,0,0,0,0,0
ENSG00000226096.1,0,0,0,0,0,0,0,0,0
ENSG00000235546.2,0,0,2,0,0,0,4,0,2
ENSG00000227685.1,0,0,0,0,0,0,1,0,0
ENSG00000266364.1,0,0,0,0,0,0,0,0,0
ENSG00000236504.2,7,0,5,7,4,1,3,2,4
ENSG00000264874.1,0,0,0,0,0,0,0,0,1
ENSG00000290430.1,0,0,0,0,0,1,0,0,0
ENSG00000226521.8,2,4,4,6,10,8,14,15,6
ENSG00000187870.7,0,0,0,0,0,0,0,0,0
ENSG00000218454.2,0,0,0,0,0,0,0,0,0
ENSG00000213671.3,0,4,0,0,0,1,0,0,4
ENSG00000226549.3,62,62,36,36,30,6,64,36,24
ENSG00000264215.1,48,54,40,26,36,26,44,58,20
ENSG00000264662.1,0,0,0,0,0,0,0,0,0
ENSG00000226981.2,14,6,10,8,10,8,14,10,6
ENSG00000291074.1,0,0,0,3,4,0,8,3,2
ENSG00000266369.1,0,0,0,0,2,0,2,0,0
ENSG00000233098.10,51,41,40,32,73,53,46,51,24
ENSG00000205212.8,0,0,0,0,0,0,0,0,0
ENSG00000252483.1,0,0,2,0,0,0,0,0,1
ENSG00000265790.1,0,2,0,0,1,0,0,0,0
ENSG00000265099.1,0,0,0,0,2,0,0,0,0
ENSG00000244456.2,0,0,0,0,0,0,0,0,0
ENSG00000264660.2,0,2,0,0,0,0,1,3,0
ENSG00000266009.1,0,0,0,0,0,0,0,0,0
ENSG00000263729.1,0,0,0,0,0,2,0,0,0
ENSG00000124422.12,36359,29309,20191,20460,18521,15551,26050,27368,11265
ENSG00000263986.1,0,0,0,0,0,0,0,0,0
ENSG00000236819.2,317,206,165,191,201,175,306,295,125
ENSG00000109016.18,917,687,465,621,758,480,1134,1164,810
ENSG00000178307.10,1449,1295,783,1171,1761,798,1832,1620,595
ENSG00000235530.7,435,291,216,255,332,255,340,367,114
ENSG00000263815.2,24,16,7,22,18,19,27,25,21
ENSG00000274180.1,1305,1083,839,1016,1087,734,1483,1676,543
ENSG00000266563.1,8,4,4,2,12,8,6,10,4
ENSG00000289453.2,9,14,11,4,17,4,26,26,16
ENSG00000034152.19,2825,2572,1667,2461,3794,2015,4831,5502,2271
ENSG00000184185.10,8,6,8,16,28,10,321,360,160
ENSG00000212719.15,2523,1861,1328,1738,2438,1513,2385,2274,864
ENSG00000287671.1,1,0,4,2,0,0,4,2,5
ENSG00000265881.1,0,0,0,0,0,0,0,0,0
ENSG00000265043.1,0,0,0,0,0,4,2,7,0
ENSG00000264023.1,0,0,0,0,0,0,0,0,0
ENSG00000244582.2,8,12,4,10,0,0,12,4,8
ENSG00000265265.1,0,0,0,1,0,0,4,0,0
ENSG00000266466.1,27,19,14,25,32,10,14,44,5
ENSG00000266673.1,0,0,0,0,0,0,0,0,0
ENSG00000266050.3,0,0,0,0,0,0,0,0,0
ENSG00000264245.1,0,0,0,0,0,0,0,0,0
ENSG00000263375.1,0,2,0,0,0,0,0,0,0
ENSG00000291022.1,0,0,0,0,9,1,1,0,0
ENSG00000260157.4,0,0,0,0,0,0,0,0,0
ENSG00000264617.1,0,0,0,0,0,0,0,0,0
ENSG00000274748.1,0,0,0,0,0,0,2,4,0
